ABLEAK,ABTRG,BELTRG,BFORC,DUR,DV,EV1,EV2,EV3,PDOF_H,PMAXF,SABPR,SCFRC
0.557752073,16.0856514,14.97562122,0.00082045,117.3778229,56.22040939,0.01,0.01,0.01,-4.071959019,1.782309771,0.00141081,0.00855269
1.317884445,21.38585281,14.76943874,0.00153829,88.77306366,50.22183228,0.01,0.01,0.01,4.074391842,1.658723831,0.00157662,0.01049781
0.748495638,22.85088158,5.014962673,0.00134702,118.2812653,40.54467773,0.01,0.01,0.01,-2.935459614,2.404388905,0.00156304,0.01065568
0.660604715,19.1812706,8.619386673,0.00131875,107.2389679,53.65127563,0.01,0.01,0.01,0.100437008,2.185470104,0.00144865,0.01166916
0.813699007,20.32783318,14.32297993,0.00072821,106.076561,54.32217407,0.01,0.01,0.01,-6.145824909,1.712276936,0.00136594,0.00848615
1.059580088,16.33275604,11.43071175,0.0007186,135.6358032,53.44224548,0.01,0.01,0.01,3.089087486,1.360466242,0.0011571,0.00864919
0.830328047,18.44593048,10.38331699,0.00095725,97.95837402,50.9414444,0.01,0.01,0.01,-4.46386528,2.063627481,0.00124512,0.00743329
1.238807082,21.05358505,10.46458244,0.00146948,96.11211395,51.69153976,0.01,0.01,0.01,0.354954094,2.474479437,0.00162801,0.00990253
0.729781866,16.26571274,13.06498623,0.00101172,81.05727386,41.3675766,0.01,0.01,0.01,5.961544991,2.220881462,0.00143345,0.00554132
1.215706587,21.12060928,9.248319626,0.00124811,87.34698486,59.14149475,0.01,0.01,0.01,2.894818306,1.392986894,0.00132809,0.00634865
1.075235963,18.99370384,6.778028965,0.00075824,107.7221298,52.38534164,0.01,0.01,0.01,-4.319328308,1.424634337,0.00148567,0.00800284
0.929668009,20.93523788,13.23592854,0.00169719,88.11238098,46.12664413,0.01,0.01,0.01,-3.008687973,2.392277718,0.00154602,0.01034027
0.708600104,20.54680443,12.13808537,0.00088586,113.2081375,45.3235321,0.01,0.01,0.01,-5.386604786,2.26184845,0.00168302,0.01178669
1.438028455,20.5891304,7.398815632,0.00079348,109.7043686,44.31560516,0.01,0.01,0.01,8.082830429,1.374919415,0.00161352,0.00585606
1.298339486,21.58594513,5.832594395,0.00133637,134.0094757,55.21403503,0.01,0.01,0.01,6.519673824,1.442413807,0.00158593,0.00575756
1.092986345,21.61656761,5.629736423,0.00163657,90.94051361,43.65195465,0.01,0.01,0.01,-1.857717037,1.774580121,0.00169308,0.01011976
0.737146676,16.52548027,9.123493195,0.0013718,93.10680389,57.23060608,0.01,0.01,0.01,-4.234131813,1.062847495,0.00166634,0.00927975
1.168301702,16.58981133,7.568092346,0.00160703,102.5198669,48.79097366,0.01,0.01,0.01,8.315758705,1.950535417,0.00140505,0.00934929
1.497890472,22.38248062,6.36875248,0.00152553,122.0317154,54.56786346,0.01,0.01,0.01,-1.579418659,2.358191967,0.00141782,0.00662195
1.155047894,17.3155098,13.53057766,0.00167142,78.77054596,42.44863129,0.01,0.01,0.01,3.663121223,1.242820144,0.00157287,0.00773139
1.427905321,17.01149368,11.39624119,0.00158854,81.56167603,48.16914368,0.01,0.01,0.01,-0.281305313,1.121394634,0.00151655,0.00698116
0.797005475,16.95618629,8.707504272,0.00161277,138.3819427,44.56172562,0.01,0.01,0.01,0.187426969,1.090858936,0.00124019,0.00804757
1.460105419,22.23521614,5.977379799,0.0014352,133.5878296,59.76894379,0.01,0.01,0.01,-3.595952988,1.40732801,0.00111212,0.01086539
0.874040365,16.24516678,8.886154175,0.001453,99.30240631,54.6701088,0.01,0.01,0.01,2.593246937,1.510466814,0.00119352,0.00960031
1.358571649,19.10002899,8.529493332,0.00142064,136.0186157,43.16395187,0.01,0.01,0.01,4.752368927,1.856314301,0.00123459,0.00610633
0.526581824,17.77505302,14.22073174,0.0012878,137.5786285,46.46461487,0.01,0.01,0.01,-9.736392021,1.218120098,0.00119715,0.00822418
0.766251266,16.75203705,7.840815067,0.00100396,127.7985382,50.69945908,0.01,0.01,0.01,0.877604842,1.582184553,0.00134675,0.00973959
0.602825522,16.94068336,6.191582203,0.00079037,95.19325256,47.06515121,0.01,0.01,0.01,6.596632004,1.191926479,0.00154259,0.01129349
0.91386801,19.46554947,5.553181648,0.00120498,135.067215,48.50695419,0.01,0.01,0.01,4.906290054,1.867199898,0.00112797,0.00719614
0.994467199,22.33901405,12.63019371,0.00114693,113.8177109,56.11432648,0.01,0.01,0.01,5.21759367,1.608983397,0.00120373,0.01042504
0.973890662,22.02702141,8.837258339,0.00098967,110.5974884,40.07189178,0.01,0.01,0.01,1.372865081,1.682635307,0.00168915,0.00725355
1.48299551,18.76538277,11.86131287,0.00108532,120.1650467,42.19478226,0.01,0.01,0.01,-7.047370911,1.540161133,0.00154071,0.0068669
1.243262768,17.96663284,8.016105652,0.00099368,84.13432312,57.05710602,0.01,0.01,0.01,0.540325046,1.934418797,0.00169999,0.00569311
0.721513212,17.88716698,9.168491364,0.00162336,93.98667908,43.91392899,0.01,0.01,0.01,-1.039715886,2.021899223,0.00160278,0.01138627
0.777476013,20.28378487,13.81816196,0.00177881,89.76462555,52.98811722,0.01,0.01,0.01,-5.215982437,2.440618515,0.00114628,0.00817787
1.304842472,20.99362183,9.551491737,0.00081548,101.1489792,48.11578751,0.01,0.01,0.01,2.058881044,1.023416877,0.00137542,0.00657118
0.706109405,21.72780418,5.924518585,0.00154408,130.7373199,46.98377991,0.01,0.01,0.01,9.145747185,2.104852676,0.00127264,0.00559783
1.488933802,21.21631622,8.299235344,0.00111795,82.95043182,57.96952057,0.01,0.01,0.01,7.399661541,1.020827889,0.00155068,0.0089955
1.290628314,19.65664291,7.342645645,0.0014123,109.4305496,44.70901489,0.01,0.01,0.01,-5.881236553,1.319450974,0.0015043,0.00878962
1.118080258,16.61205101,13.88619709,0.00096975,139.6922302,47.4168129,0.01,0.01,0.01,-9.178688049,2.335860014,0.00127836,0.00897061
0.988682747,19.77671051,8.431200981,0.00074146,120.6444702,59.97733688,0.01,0.01,0.01,1.429957628,2.164047718,0.00113428,0.01205214
0.627501905,16.35594368,6.801121712,0.00155238,125.8789139,52.66426468,0.01,0.01,0.01,0.773795128,1.232257843,0.00136463,0.01006539
1.329428077,17.56505203,12.93865776,0.0017253,81.98281097,49.49700546,0.01,0.01,0.01,7.219187737,1.47226882,0.00121287,0.00883381
1.366938829,20.65381241,7.68619585,0.00155736,88.38339233,45.65295029,0.01,0.01,0.01,8.718115807,1.067396045,0.00161916,0.01124067
1.274573922,16.83242607,7.747468948,0.00156364,77.88124847,55.87500763,0.01,0.01,0.01,-2.523636341,1.991947412,0.00161535,0.00667105
1.229516983,18.00130463,10.50047684,0.00110065,111.6008682,58.76978683,0.01,0.01,0.01,3.51772356,1.452853203,0.00152761,0.00670321
1.227248192,22.46133041,13.42965412,0.00117589,80.01192474,55.33621216,0.01,0.01,0.01,-9.110754967,1.268787146,0.00114022,0.00827261
0.616439044,19.7179985,7.575912952,0.00102172,127.4152222,45.5395546,0.01,0.01,0.01,9.621750832,2.084769964,0.00142678,0.00857411
0.857339323,16.17234993,11.65916157,0.00091041,104.3379974,53.80932236,0.01,0.01,0.01,-9.295586586,2.130805016,0.00126313,0.00813925
1.040818334,20.05894279,13.70988083,0.00092905,94.63464355,43.75177383,0.01,0.01,0.01,-6.935827255,1.671924949,0.00158307,0.00833526
0.960967064,18.70203209,9.709636688,0.00082501,117.8684006,54.97313309,0.01,0.01,0.01,1.78855741,1.648035884,0.0016621,0.01183519
0.6412974,21.77365494,11.78899002,0.00083378,108.2123337,53.17355728,0.01,0.01,0.01,-5.819218636,1.355817676,0.0013589,0.00753124
0.633109093,17.66596413,5.214467049,0.00107261,104.9575577,43.31972504,0.01,0.01,0.01,2.308309793,2.492037535,0.00151219,0.01055988
1.409092307,18.12155342,5.764771461,0.00148857,99.57216644,56.53778458,0.01,0.01,0.01,5.573676586,2.314826012,0.00116889,0.01078199
1.260689259,16.43828964,6.617626667,0.00121339,110.0987244,42.7504425,0.01,0.01,0.01,9.426109314,1.178704858,0.00137136,0.00767516
1.474300146,19.61227036,11.0819025,0.00118258,79.93861389,52.12077332,0.01,0.01,0.01,-6.09485817,1.799469709,0.00162596,0.00653462
1.192126393,17.38393021,6.22569418,0.00097774,84.35450745,41.96313477,0.01,0.01,0.01,-0.511317611,2.319229364,0.00147798,0.00875284
1.172002554,17.40551949,11.34607029,0.00105946,123.6371307,46.74833679,0.01,0.01,0.01,-4.588574409,2.001883984,0.00120768,0.01074576
0.922026813,16.12355042,13.21236706,0.00113327,118.5767822,59.15161896,0.01,0.01,0.01,-3.520068884,1.498366952,0.00167396,0.00601288
1.209242105,16.89806938,9.931267738,0.00122918,129.5411377,47.85235977,0.01,0.01,0.01,-7.619048119,1.052783251,0.00146328,0.01105152
1.00292027,18.69321632,14.19010258,0.00132549,92.7966156,43.45907593,0.01,0.01,0.01,-9.895363808,1.61972785,0.00134171,0.00964059
0.696068168,19.91447449,11.55433083,0.00116498,111.3202286,51.84361649,0.01,0.01,0.01,-2.643123388,2.390724421,0.00133267,0.00783342
0.836631298,17.92061615,13.10006142,0.00105317,122.4776611,51.16161728,0.01,0.01,0.01,-4.826626301,1.911280394,0.00117854,0.00672581
1.133712888,18.3913784,8.283086777,0.00091317,106.5646057,55.68196487,0.01,0.01,0.01,3.379051924,2.375553846,0.00150897,0.01143497
1.203603745,18.33878326,9.466327667,0.00149174,116.6641541,51.46723938,0.01,0.01,0.01,-1.561189532,1.734218121,0.00166068,0.00758526
0.804615676,19.99741936,13.33994675,0.00104621,137.0583496,44.16293716,0.01,0.01,0.01,-0.606278121,1.305828571,0.00121818,0.00791621
0.871339321,19.59396362,10.60763836,0.00168823,124.1639786,58.16358185,0.01,0.01,0.01,-5.562412262,1.794374347,0.00146808,0.01150438
1.052110791,17.52792931,8.169226646,0.00138553,115.2462997,55.07700729,0.01,0.01,0.01,-4.911795616,1.52043736,0.00149292,0.0057899
1.405433178,19.06263351,10.09527969,0.00143693,130.0794373,52.84818649,0.01,0.01,0.01,-2.177937984,1.482915878,0.00153607,0.01107866
0.856548905,22.56107712,14.08866024,0.00130622,131.9952698,47.22787857,0.01,0.01,0.01,0.601283371,1.292491913,0.00147249,0.01060291
0.717996299,21.47170639,8.995789528,0.00106669,108.906044,41.51085281,0.01,0.01,0.01,4.581875324,1.963884473,0.00118524,0.00591988
1.386485219,18.18570709,11.03587532,0.00119088,90.50495911,42.01318741,0.01,0.01,0.01,9.819716454,1.842080116,0.00129944,0.00890215
0.592408538,22.99976158,12.45166969,0.00131377,80.64056396,53.98225784,0.01,0.01,0.01,7.874644279,1.827522159,0.00111702,0.00624343
0.506690979,18.05633163,10.86954117,0.00139283,105.2040482,40.25605774,0.01,0.01,0.01,-8.283028603,1.896128178,0.0016387,0.00839523
0.941018164,20.71611404,8.739595413,0.00150306,126.3098526,56.34449387,0.01,0.01,0.01,-2.293763399,1.169997573,0.00113197,0.0090682
0.780421436,19.52258301,13.72383022,0.00092655,112.3335953,52.46276474,0.01,0.01,0.01,-9.544641495,1.978596807,0.00116613,0.00968428
1.344059467,22.16444778,5.676687241,0.00070315,136.5662537,44.11800003,0.01,0.01,0.01,-7.461926937,1.719316602,0.0015899,0.01015613
1.081740975,17.83514023,12.3695488,0.00077603,124.8730392,49.28075027,0.01,0.01,0.01,8.224196434,2.206916571,0.00124912,0.00751749
0.883796692,21.80236053,7.443640709,0.0012233,95.62261963,53.08621979,0.01,0.01,0.01,-6.352440357,2.137546301,0.00140273,0.01145911
1.160609126,19.43460655,6.025459766,0.00139888,138.7736053,56.7333107,0.01,0.01,0.01,-7.314805508,2.152822495,0.00110546,0.00679534
0.968707442,21.97231674,11.73295403,0.00084769,122.5932388,54.28556824,0.01,0.01,0.01,-8.926195145,1.382445812,0.00165348,0.00688104
1.045786738,18.83674812,8.123428345,0.00172873,91.66127777,41.7125473,0.01,0.01,0.01,2.548826218,1.010128021,0.00142286,0.00616219
0.899015665,16.00205231,12.69705963,0.00130019,132.6008453,49.65400696,0.01,0.01,0.01,5.388152122,1.880941868,0.00126163,0.00734276
1.125552893,22.70911217,10.94074345,0.00124092,101.3998795,47.56262589,0.01,0.01,0.01,1.905305028,1.130230546,0.00122943,0.00939982
1.264842749,21.43021202,9.600734711,0.00125376,100.3042297,42.60319519,0.01,0.01,0.01,4.33430624,2.013946772,0.00150101,0.00945516
0.817730486,18.59675217,10.23340225,0.00126643,137.9222412,43.04598236,0.01,0.01,0.01,5.723171711,1.041964889,0.00130392,0.010394
1.103541017,17.22045708,8.412638664,0.00076353,114.8081207,45.80085373,0.01,0.01,0.01,-2.092590809,2.194283485,0.00159799,0.00626528
0.892626166,18.26978874,11.92939186,0.00127261,102.7701187,57.75555038,0.01,0.01,0.01,-2.754947186,1.288323641,0.00134946,0.00889266
0.918634772,17.17576408,11.23860168,0.00089223,100.486496,40.59957886,0.01,0.01,0.01,-9.647341728,0.996402502,0.00112526,0.00916054
0.687400818,19.01386642,7.220682144,0.00179106,103.516922,58.89131927,0.01,0.01,0.01,9.046034813,1.695708036,0.00132381,0.01155419
1.376865864,21.01985931,11.61682892,0.00174134,139.5628815,50.75416565,0.01,0.01,0.01,1.586038947,2.099966049,0.00139026,0.01191289
1.307956338,20.48615265,10.18527603,0.00174461,125.4685516,41.82704926,0.01,0.01,0.01,-8.427052498,1.1109761,0.00145587,0.00712076
0.550808966,20.36120987,12.87148571,0.00166092,129.0550842,57.28658676,0.01,0.01,0.01,6.332037926,2.30091238,0.00131763,0.01016909
1.470252156,18.87942696,10.81281757,0.00165036,92.33709717,46.6626358,0.01,0.01,0.01,-7.177395821,1.102890015,0.00118978,0.00993317
1.025063038,21.67937088,9.294877052,0.0016271,112.7643127,40.33654785,0.01,0.01,0.01,1.180887461,1.640739441,0.00141646,0.00691496
1.009440303,17.49683952,13.93569469,0.00085981,121.54422,47.63583755,0.01,0.01,0.01,8.512328148,2.361982822,0.0011617,0.0055703
